Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,Object Class Term Qualifier,Object ClassTerm,Property Term,Representation Term,Datatype,Representation,Associated Object Class Term Qualifier,Associated Object Class,Level,PK_REF,RefField,RefTable,Occurrence
Inventory,744,BBIE,INV_Transaction,9,Transaction_Type_System,ADC_ Inventory Transaction. System_ Transaction Code,Transaction code local to the underlying accounting software system.,,ADC,Inventory Transaction,Transaction Code,Code,String,%60s,,,1,,,,1..1
Inventory,745,BBIE,INV_Transaction,10,Transaction_Description,ADC_ Inventory Transaction. Description,Description of the transaction.,gl-cor:entryComment,ADC,Inventory Transaction,Description,Text,String,%1000s,,,1,,,,1..1
Inventory,746,ASBIE,INV_Transaction,11,Transaction_Quantity,ADC_ Inventory Transaction. Transaction. ADC_ Measurement Quantity,"Quantity affected expressed in location stocking organization in Basic_UOM_Code. When the inventory is received, the number involved will be a 'positive number'; when the inventory is dispatched, the number involved will be a 'negative number'",gl-bus:measurableQuantity,ADC,Inventory Transaction,Transaction,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,747,RBIE,INV_Transaction,12,Supplier_Account_ID,ADC_ Inventory Transaction. Related. ADC_ Supplier,The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = vendor,ADC,Inventory Transaction,Related,,String,%100s,ADC,Supplier,2,REF,Supplier_Account_ID,BAS_Supplier,0..1
Inventory,748,RBIE,INV_Transaction,13,Customer_Account_ID,ADC_ Inventory Transaction. Receiving. ADC_ Customer,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,gl-cor:identifierCode with gl-cor:identifierType = customer,ADC,Inventory Transaction,Receiving,,String,%100s,ADC,Customer,2,REF,Customer_Account_ID,BAS_Customer,0..1
Inventory,749,BBIE,INV_Transaction,14,Inventory_Document_ID,ADC_ Inventory Transaction. Inventory Document ID. Code,"The unique identifier for the inventory document, specifying the sources where inventory originates. Typically auto-generated by the system.",,ADC,Inventory Transaction,Inventory Document ID,Code,String,%60s,,,2,,,,0..1
Inventory,750,BBIE,INV_Transaction,15,Inventory_Document_Number,ADC_ Inventory Transaction. Inventory Document Number. Code,The number of the inventory document. The number is usually generated by manual input or is system generated. EXAMPLE 201305020001.,,ADC,Inventory Transaction,Inventory Document Number,Code,String,%80s,,,2,,,,0..1
Inventory,751,ASBIE,INV_Transaction,16,Inventory_Document_Line_ID,ADC_ Inventory Transaction. Corresponding. ADC_ Purchase Contract,The unique identifier for the inventory document line. Typically auto-generated by the system.,Use corresponding element of XBRL GL taxonomy.,ADC,Inventory Transaction,Corresponding,,,,ADC,Purchase Contract,2,,,,0..1
Inventory,752,BBIE,INV_Transaction,17,Inventory_Document_Line_Number,ADC_ Inventory Transaction. Line Number. Code,The number of the inventory document line. This number is generated either by manual input or by the system.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Inventory Transaction,Line Number,Code,String,%10s,,,2,,,,0..1
Inventory,753,BBIE,INV_Transaction,18,Status,ADC_ Inventory Transaction. Status,"The status of the inventory document. EXAMPLE New, Save, Submit, Void and Frozen.",,ADC,Inventory Transaction,Status,Text,String,%30s,,,2,,,,0..1
Inventory,754,RBIE,INV_Transaction,19,Inventory_Organization_Code,ADC_ Inventory Transaction. Inventory Organization. ADC_ Business Segment,"The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table. Inventory Organization refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse.",gl-bus:organizationIdentifier,ADC,Inventory Transaction,Inventory Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..1
Inventory,755,RBIE,INV_Transaction,22,Inventory_Product_ID,ADC_ Inventory Transaction. Corresponding. ADC_ Product,The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Inventory Transaction,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
Inventory,756,BBIE,INV_Transaction,23,Lot_Number,ADC_ Inventory Transaction. Lot Number. Code,The number associated with a product that is used for tracking and managing the lot.,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ｿｽglotｿｽh from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ｿｽgotherｿｽh from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,Inventory Transaction,Lot Number,Code,String,%60s,,,2,,,,0..1
Inventory,757,BBIE,INV_Transaction,24,Serial_Number,ADC_ Inventory Transaction. Serial Number. Code,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).","For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ｿｽgserialｿｽh from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ｿｽgotherｿｽh from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,Inventory Transaction,Serial Number,Code,String,%60s,,,2,,,,0..1
Inventory,758,BBIE,INV_Transaction,25,Inventory_Required_By,ADC_ Inventory Transaction. Required By _ Person. Identifier,The person or organization that makes requisition for inventory.,,ADC,Inventory Transaction,Person,Identifier,String,%80s,,,2,,,,0..1
Inventory,759,RBIE,INV_Transaction,26,Inventory_From_Location_ID,ADC_ Inventory Transaction. From. ADC_ Location,The unique identifier for the stock trading source location. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.,"On negative side of transaction, For XBRL GL, this isnｿｽft a single field; use necessary is and Location_IDｿｽfs XBRL GL concepts to tie back (need to consider interrelationships with other files)",ADC,Inventory Transaction,From,,String,%75s,ADC,Location,1,REF,Location_ID,INV_Location,1..1
Inventory,760,RBIE,INV_Transaction,27,Inventory_To_Location_ID,ADC_ Inventory Transaction. To. ADC_ Location,The unique identifier for the stock trading destination. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.,"On positive side of transaction, For XBRL GL, this isnｿｽft a single field; use necessary id and Location_IDｿｽfs XBRL GL concepts to tie back (need to consider interrelationships with other files)",ADC,Inventory Transaction,To,,String,%75s,ADC,Location,1,REF,Location_ID,INV_Location,1..1
Inventory,761,RBIE,INV_Transaction,28,Cost_Organization_Code,ADC_ Inventory Transaction. Cost Organization. ADC_ Business Segment,"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Inventory Transaction,Cost Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..1
Inventory,762,BBIE,INV_Transaction,29,Inventory_Cost,ADC_ Inventory Transaction. Inventory_ Cost. Amount,Cost per unit using the method found in field Inventory_Cost_Method.,,ADC,Inventory Transaction,Cost,Amount,Decimal,%22.4f,,,2,,,,0..1
Inventory,763,BBIE,INV_Transaction,30,Transaction_Adjustment_Cost,ADC_ Inventory Transaction. Adjustment_ Cost. Transaction_ Amount,Per unit increase or decrease in stocking cost as represented in field Inventory_Cost_Method of the INV_On_Hand table.,,ADC,Inventory Transaction,Cost,Amount,Decimal,%22.4f,,,1,,,,1..1
Inventory,764,BBIE,INV_Transaction,32,INV_System_Or_External_Source,ADC_ Inventory Transaction. System Or External Source. Indicator,Indicator used to show whether the inventory transaction is originated within or outside the Inventory module. I for internally initiated transaction and E for externally initiated one. EXAMPLE Purchase or sale.,,ADC,Inventory Transaction,System Or External Source,Indicator,String,%1c,,,1,,,,1..1
Inventory,765,BBIE,INV_Transaction,33,INV_Received_and_Dispatched_Flag,ADC_ Inventory Transaction. Inventory Received and Dispatched. Indicator,"This indicates whether the inventory is received or dispatched. EXAMPLE 0 means inventory received, and 1 means inventory dispatched.",,ADC,Inventory Transaction,Inventory Received and Dispatched,Indicator,Boolean,%1c,,,2,,,,0..1
Inventory,766,RBIE,INV_Transaction,34,Posted_User_ID,ADC_ Inventory Transaction. Posted By. ADC_ User,The unique identifier for the person who posted the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,,ADC,Inventory Transaction,Posted By,,String,%25s,ADC,User,2,REF,User_ID,BAS_User,0..1
Inventory,767,BBIE,INV_Transaction,35,Posted_Date,ADC_ Inventory Transaction. Posted. Date,The date when the transaction is posted into the system.,,ADC,Inventory Transaction,Posted,Date,Date,%10c,,,2,,,,0..1
Inventory,768,BBIE,INV_Transaction,36,Posted_Time,ADC_ Inventory Transaction. Posted. Time,The time particular transaction is posted.,,ADC,Inventory Transaction,Posted,Time,Time,%8c,,,2,,,,0..1
Inventory,769,ASBIE,INV_Transaction,37,Created_User_ID,ADC_ Inventory Transaction. Recorded. ADC_ Entry Operation,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,Inventory Transaction,Recorded,,,,ADC,Entry Operation,1,,,,1..1
Inventory,770,RBIE,INV_Transaction,46,GL_Line_Debit_Account_Number,ADC_ Inventory Transaction. Debit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure,ADC,Inventory Transaction,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
Inventory,771,RBIE,INV_Transaction,47,GL_Line_Credit_Account_Number,ADC_ Inventory Transaction. Credit_ GL Account Number. ADC_ Chart Of Accounts,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID with gl-cor:accountPurposeDescription = credit-value in a second account structure,ADC,Inventory Transaction,GL Account Number,,String,%100s,ADC,Chart Of Accounts,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1..1
Inventory,772,RBIE,INV_Transaction,48,Business_Segment_X,ADC_ Inventory Transaction. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Inventory Transaction,X,,String,%25s,ADC,Business Segment,1,,,,1..1
Inventory,773,IDBIE,INV_Physical_Inventory,0,Physical_Inventory_ID,ADC_ Physical Inventory. ID,,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Physical Inventory,Identification,Identifier,,,,,,,,,
Inventory,774,BBIE,INV_Physical_Inventory,1,Inventory_Count_Sheet_ID,ADC_ Physical Inventory. Corresponding. Code,The unique identifier for the inventory count sheet. Typically auto-generated by the system.,,ADC,Physical Inventory,Corresponding,Code,,,,,1,PK,,,1..1
Inventory,775,BBIE,INV_Physical_Inventory,2,Inventory_Count_Sheet_Number,ADC_ Physical Inventory. Count Sheet Number. Identifier,The number of the inventory count sheet. This number is generated either by manual input or by the system.,,ADC,Physical Inventory,Count Sheet Number,Identifier,String,%80s,,,2,,,,0..1
Inventory,776,BBIE,INV_Physical_Inventory,3,Inventory_Count_Sheet_Line_ID,ADC_ Physical Inventory. Corresponding. Code,The unique identifier for the inventory count sheet line. Typically autogenerated by the system.,,ADC,Physical Inventory,Corresponding,Code,,,,,1,PK,,,1..1
Inventory,777,BBIE,INV_Physical_Inventory,4,INV_Count_Sheet_Line_Number,ADC_ Physical Inventory. Count Sheet Line Number. identifier,The number of the line of the inventory count sheet. This number is generated either by manual input or by the system.,,ADC,Physical Inventory,Count Sheet Line Number,identifier,String,%10s,,,2,,,,0..1
Inventory,778,RBIE,INV_Physical_Inventory,5,Inventory_Product_ID,ADC_ Physical Inventory. Corresponding. ADC_ Product,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Physical Inventory,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
Inventory,779,RBIE,INV_Physical_Inventory,6,Location_ID,ADC_ Physical Inventory. Locatied. ADC_ Location,The unique identifier for the organizations. Shall be a valid entry in INV_Location. Typically autogenerated by the system and used for data linking. Shall match the Location_ID in the INV_Location table.,,ADC,Physical Inventory,Locatied,,String,%75s,ADC,Location,1,REF,Location_ID,INV_Location,1..1
Inventory,780,RBIE,INV_Physical_Inventory,7,Inventory_Organization_Code,ADC_ Physical Inventory. Inventory Organization. ADC_ Business Segment,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Physical Inventory,Inventory Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..1
Inventory,781,BBIE,INV_Physical_Inventory,8,Lot_Number,ADC_ Physical Inventory. Lot Number. Code,The number associated with a product that is used for tracking and managing the lot.,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ｿｽglotｿｽh from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ｿｽgotherｿｽh from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,Physical Inventory,Lot Number,Code,String,%60s,,,2,,,,0..1
Inventory,782,BBIE,INV_Physical_Inventory,9,Serial_Number,ADC_ Physical Inventory. Serial Number. Code,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).","For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ｿｽgserialｿｽh from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ｿｽgotherｿｽh from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,Physical Inventory,Serial Number,Code,String,%60s,,,2,,,,0..1
Inventory,783,BBIE,INV_Physical_Inventory,10,Bin_ID,ADC_ Physical Inventory. Bin ID. Code,Optional identifier for the sublocation. Code used in the system.,,ADC,Physical Inventory,Bin ID,Code,String,%25s,,,2,,,,0..1
Inventory,784,BBIE,INV_Physical_Inventory,11,Count_Date,ADC_ Physical Inventory. Count. Date,The date of the physical count.,,ADC,Physical Inventory,Count,Date,Date,%10c,,,1,,,,1..1
Inventory,785,ASBIE,INV_Physical_Inventory,13,System_Quantity,ADC_ Physical Inventory. System. ADC_ Measurement Quantity,The actual quantity on hand from physical count in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Physical Inventory,System,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,786,ASBIE,INV_Physical_Inventory,14,Physical_Count_Quantity,ADC_ Physical Inventory. Physical Count. ADC_ Measurement Quantity,The quantity on hand at last physical count when multiple counts are performed in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Physical Inventory,Physical Count,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,787,BBIE,INV_Physical_Inventory,15,Comment,ADC_ Physical Inventory. Comment,"Comments on the count, the variances, or other information captured.",gl-cor:entryComment,ADC,Physical Inventory,Comment,Text,String,%200s,,,1,,,,1..1
Inventory,788,RBIE,INV_Physical_Inventory,16,Posted_User_ID,ADC_ Physical Inventory. Posted By. ADC_ User,The unique identifier for the person who posts the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.,,ADC,Physical Inventory,Posted By,,String,%25s,ADC,User,2,REF,User_ID,BAS_User,0..1
Inventory,789,BBIE,INV_Physical_Inventory,17,Posted_Date,ADC_ Physical Inventory. Posted. Date,The date the transaction is posted.,,ADC,Physical Inventory,Posted,Date,Date,%10c,,,2,,,,0..1
Inventory,790,BBIE,INV_Physical_Inventory,18,Posted_Time,ADC_ Physical Inventory. Posted. Time,The time the particular transaction is posted.,,ADC,Physical Inventory,Posted,Time,Time,%8c,,,2,,,,0..1
Inventory,791,ASBIE,INV_Physical_Inventory,19,Created_User_ID,ADC_ Physical Inventory. Recorded. ADC_ Entry Operation,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,Physical Inventory,Recorded,,,,ADC,Entry Operation,1,,,,1..1
Inventory,792,RBIE,INV_Physical_Inventory,28,Business_Segment_X,ADC_ Physical Inventory. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Physical Inventory,X,,String,%25s,ADC,Business Segment,1,,,,1..1
Inventory,793,BBIE,INV_Period_Balance,0,Inventory_Period_Balance_ID,ADC_ Inventory Period Balance. ID,,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Inventory Period Balance,Identification,Identifier,,,,,,,,,
Inventory,794,RBIE,INV_Period_Balance,1,Inventory_Product_ID,ADC_ Inventory Period Balance. Stored. ADC_ Product,The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Inventory Period Balance,Stored,,String,%75s,ADC,Product,1,PK/REF,Inventory_Product_ID,INV_Product,1..1
Inventory,795,RBIE,INV_Period_Balance,2,Location_ID,ADC_ Inventory Period Balance. Locatied. ADC_ Location,The unique identifier for the organizations. Shall be a valid entry in the INV_Location table. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.,,ADC,Inventory Period Balance,Locatied,,String,%75s,ADC,Location,1,PK/REF,Location_ID,INV_Location,1..1
Inventory,796,RBIE,INV_Period_Balance,3,Fiscal_Year,ADC_ Inventory Period Balance. Fiscal Year. ADC_ Accounting Period,"Accounting period in which the calendar date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,Inventory Period Balance,Fiscal Year,,String,%4c,ADC,Accounting Period,1,REF,Fiscal_Year,BAS_Accounting_Period,1..1
Inventory,797,RBIE,INV_Period_Balance,4,Accounting_Period,ADC_ Inventory Period Balance. Accounting Period. ADC_ Accounting Period,"Accounting period in which the calendar date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADC,Inventory Period Balance,Accounting Period,,String,%15s,ADC,Accounting Period,1,,,,1..1
Inventory,798,RBIE,INV_Period_Balance,5,Inventory_Organization_Code,ADC_ Inventory Period Balance. Inventory Organization. ADC_ Business Segment,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Inventory Period Balance,Inventory Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..1
Inventory,799,BBIE,INV_Period_Balance,6,Lot_Number,ADC_ Inventory Period Balance. Lot Number. Code,The number associated with a product that is used for tracking and managing the lot.,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ｿｽglotｿｽh from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ｿｽgotherｿｽh from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription",ADC,Inventory Period Balance,Lot Number,Code,String,%60s,,,2,,,,0..1
Inventory,800,ASBIE,INV_Period_Balance,7,Inventory_Beginning_Quantity,ADC_ Inventory Period Balance. Inventory Beginning. ADC_ Measurement Quantity,The quantity of inventory as of the beginning in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Inventory Period Balance,Inventory Beginning,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,801,ASBIE,INV_Period_Balance,8,Inventory_Ending_Quantity,ADC_ Inventory Period Balance. Inventory Ending. ADC_ Measurement Quantity,The quantity of inventory as of the end in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Inventory Period Balance,Inventory Ending,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,802,ASBIE,INV_Period_Balance,9,INV_Received_Quantity,ADC_ Inventory Period Balance. INV Received. ADC_ Measurement Quantity,The goods received quantity of cumulative inventory materials at current period in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Inventory Period Balance,INV Received,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,803,ASBIE,INV_Period_Balance,10,INV_Dispatched_Quantity,ADC_ Inventory Period Balance. INV Dispatched. ADC_ Measurement Quantity,The goods dispatched quantity of cumulative inventory materials at current period in the Basic_UOM_Code.,gl-bus:measurableQuantity,ADC,Inventory Period Balance,INV Dispatched,,,,ADC,Measurement Quantity,1,,,,1..1
Inventory,804,BBIE,INV_Period_Balance,11,INV_Debit_Amount,ADC_ Inventory Period Balance. Debit. Amount,The cumulative debit amount of inventory materials at current period.,,ADC,Inventory Period Balance,Debit,Amount,Decimal,%22.4f,,,2,,,,0..1
Inventory,805,BBIE,INV_Period_Balance,12,INV_Credit_Amount,ADC_ Inventory Period Balance. Credit. Amount,The cumulative credit amount of inventory materials at current period.,,ADC,Inventory Period Balance,Credit,Amount,Decimal,%22.4f,,,2,,,,0..1
Inventory,806,BBIE,INV_Period_Balance,13,Inventory_Beginning_Balance,ADC_ Inventory Period Balance. Beginning. Amount,The beginning balance of inventory.,,ADC,Inventory Period Balance,Beginning,Amount,Decimal,%22.4f,,,2,,,,0..1
Inventory,807,BBIE,INV_Period_Balance,14,Inventory_Ending_Balance,ADC_ Inventory Period Balance. Ending Balance. Amount,The ending balance of inventory.,,ADC,Inventory Period Balance,Ending Balance,Amount,Decimal,%22.4f,,,2,,,,0..1
Inventory,808,RBIE,INV_Period_Balance,15,Cost_Organization_Code,ADC_ Inventory Period Balance. Cost Organization. ADC_ Business Segment,The code of the cost organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Inventory Period Balance,Cost Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..1
Inventory,809,RBIE,INV_Period_Balance,18,Business_Segment_X,ADC_ Inventory Period Balance. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Inventory Period Balance,X,,String,%25s,ADC,Business Segment,1,,,,1..1
PPE,810,IDBIE,PPE_Type,1,Type_Code,ADC_ PPE Type. ID,"The unique code of letters and/or numbers used to represent or identify a PPE type. EXAMPLE Using 0201 to represent Manufacturing Equipment, using 0202 to represent Working Equipment.","gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,PPE Type,Identification,Identifier,String,%60s,,,1,PK,,,1..1
PPE,811,BBIE,PPE_Type,2,Type_Name,ADC_ PPE Type. Type. Name,"The name of the type categorized by the PPE attributes. EXAMPLE Land, buildings, machinery and equipment.",,ADC,PPE Type,Type,Name,String,%80s,,,1,,,,1..1
PPE,812,RBIE,PPE_Type,3,Parent_Type_ID,ADC_ PPE Type. Parent. ADC_ PPE Type,The unique identifier for the parent PPE type. Typically auto-generated by the system. Shall match the Type_ID in the PPE_Type table.,,ADC,PPE Type,Parent,,String,%60s,ADC,PPE Type,2,REF,Type_ID,PPE_Type,0..1
PPE,813,IDBIE,PPE_Master,1,PPE_ID,ADC_ PPE Master. ID,The unique identifier for the PPE. Typically auto-generated by the system.,gl-cor:lineNumberCounter,ADC,PPE Master,Identification,Identifier,String,%100s,,,1,,,,1..1
PPE,814,BBIE,PPE_Master,2,PPE_Code,ADC_ PPE Master. PPE Code,The internal code of PPE at the local level.,gl-bus:measurableID where gl-bus:measurableCode = PPE,ADC,PPE Master,PPE Code,Code,String,%60s,,,1,,,,1..1
PPE,815,BBIE,PPE_Master,3,Tag_Number,ADC_ PPE Master. Tag Number. Code,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or system; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",gl-bus:measurableIDOther,ADC,PPE Master,Tag Number,Code,String,%60s,,,2,,,,0..1
PPE,816,RBIE,PPE_Master,4,Type_Code,ADC_ PPE Master. Classified. ADC_ PPE Type,The unique code of the PPE type. Shall match the Type_Code in the PPE_Type table.,,ADC,PPE Master,Classified,,String,%60s,ADC,PPE Type,1,REF,Type_Code,PPE_Type,1..1
PPE,817,BBIE,PPE_Master,5,PPE_Name,ADC_ PPE Master. PPE Name,The name of the PPE.,,ADC,PPE Master,PPE Name,Name,String,%60s,,,1,,,,1..1
PPE,818,BBIE,PPE_Master,6,PPE_Feature,ADC_ PPE Master. PPE Feature,"The feature is used to specify the PPE more clearly. EXAMPLE The brand, color, size and configuration.",,ADC,PPE Master,PPE Feature,Text,String,%60s,,,1,,,,1..1
PPE,819,BBIE,PPE_Master,7,Bar_Code,ADC_ PPE Master. Bar Code,Universal Product Code or other external code. EXAMPLE The product code from a primary supplier.,gl-bus:measurableIDOther,ADC,PPE Master,Bar Code,Code,String,%25s,,,2,,,,0..1
PPE,820,RBIE,PPE_Master,8,Purchase_Order_ID,ADC_ PPE Master. Originating. ADC_ Purchase Order,The unique identifier for the purchase order. Typically autogenerated by the system. May be set to NULL if the PPE is not generated from a purchase order. Otherwise shall match the Purchase_Order_ID in the PUR_Orders_Details table.,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = order-customer * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) ",ADC,PPE Master,Originating,,String,%100s,ADC,Purchase Order,1,REF,Purchase_Order_ID,PUR_Orders_Details,1..1
PPE,821,RBIE,PPE_Master,9,Inventory_Product_ID,ADC_ PPE Master. Corresponding. ADC_ Product,The unique identifier for the inventory item. Typically autogenerated by the system. May be set to NULL if the PPE is not generated from inventory. Otherwise shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,PPE Master,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
